Capítulo (Nro);Capítulo (Nombre);Grupo de Enfermedad;Código 1ª Jerarquía;Categoría 1ª Jerarquía;Código 2ª Jerarquía;Categoría 2ª Jerarquía;Observaciones
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q37.1;Fisura del paladar duro con labio leporino unilateral;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q37.2;Fisura del paladar blando con labio leporino bilateral;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q37.3;Fisura del paladar blando con labio leporino unilateral;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q37.4;Fisura del paladar duro y del paladar blando con labio;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q37.5;Fisura del paladar duro y del paladar blando con labio;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q37.8;Fisura del paladar con labio leporino bilateral, sin otra;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q37.9;Fisura del paladar con labio leporino unilateral, sin otra;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.0;Malformaciones congénitas de los labios, no clasificadas en;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.1;Anquiloglosia;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.2;Macroglosia;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.3;Otras malformaciones congénitas de la lengua;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.4;Malformaciones congénitas de las glándulas y de los;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.5;Malformaciones congénitas del paladar, no clasificadas en;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.6;Otras malformaciones congénitas de la boca;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.7;Divertículo faríngeo;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Fisura del paladar y labio leporino;Q37;Fisura del paladar con labio leporino;Q38.8;Otras malformaciones congénitas de la faringe;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.0;Atresia del esófago sin mención de fístula;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.1;Atresia del esófago con fístula traqueoesofágica;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.2;Fístula traqueoesofágica congénita sin mención de atresia;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.3;Estrechez o estenosis congénita del esófago;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.4;Pterigión del esófago;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.5;Dilatación congénita del esófago;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.6;Divertículo del esófago;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.8;Otras malformaciones congénitas del esófago;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q39.9;Malformación congénita del esófago, no especificada;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q40.0;Estenosis hipertrófica congénita del píloro;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q40.1;Hernia hiatal congénita;
XVII;Malformaciones congénitas, deformidades y anomalías cromosómicas (Q00–Q99);Otras malformaciones congénitas del sistema digestivo;Q39;Malformaciones congénitas del esófago;Q40.2;Otras malformaciones congénitas del estómago,;
